;is_bruch;is_hollow;has_blume;has_rost_head;has_rost_body;is_bended;is_violet;very_thick;thick;medium_thick;thin;very_thin;unclassified;auto_violet;auto_blooming;auto_length;auto_rust_head;auto_rust_body;auto_width;auto_bended;Class
70;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;20.0;484.0;1A_Anna
71;;0;0;0;0;0;0;;;;;;;0.0;;237.0;;;17.0;86.0;1A_Anna
72;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;21.0;24.0;1A_Anna
73;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;24.0;16.0;1A_Anna
74;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;18.0;14.0;1A_Anna
75;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;23.0;18.0;1A_Anna
76;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;20.0;41.0;1A_Anna
77;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;19.0;15.0;1A_Anna
78;;0;0;0;1;0;0;;;;;;;7.0;;240.0;;;21.0;9.0;1A_Anna
79;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;19.0;54.0;1A_Anna
80;;0;0;0;0;0;0;;;;;;;0.0;;254.0;;;19.0;29.0;1A_Anna
81;;0;0;0;0;0;0;;;;;;;0.0;;240.0;;;22.0;28.0;1A_Anna
82;;0;0;1;0;0;0;;;;;;;0.0;;239.0;;;26.0;16.0;1A_Anna
83;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;22.0;31.0;1A_Anna
84;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;23.0;19.0;1A_Anna
85;;0;0;0;0;0;0;;;;;;;0.0;;240.0;;;22.0;33.0;1A_Anna
86;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;21.0;39.0;1A_Anna
87;;0;0;0;1;0;0;;;;;;;2.0;;239.0;;;25.0;41.0;1A_Anna
88;;0;0;1;0;0;0;;;;;;;1.0;;241.0;;;22.0;37.0;1A_Anna
89;;0;0;0;0;0;0;;;;;;;0.0;;240.0;;;17.0;32.0;1A_Anna
90;;0;0;0;0;0;0;;;;;;;1.0;;238.0;;;23.0;15.0;1A_Anna
91;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;21.0;34.0;1A_Anna
92;;0;0;0;0;0;0;;;;;;;0.0;;236.0;;;23.0;33.0;1A_Anna
93;;0;0;0;0;0;0;;;;;;;1.0;;239.0;;;21.0;63.0;1A_Anna
94;;0;0;0;0;0;0;;;;;;;1.0;;239.0;;;22.0;29.0;1A_Anna
95;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;20.0;8.0;1A_Anna
96;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;17.0;26.0;1A_Anna
97;;0;0;0;0;0;0;;;;;;;0.0;;240.0;;;21.0;29.0;1A_Anna
98;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;20.0;10.0;1A_Anna
99;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;21.0;11.0;1A_Anna
0;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;18.0;13.0;1A_Violett
1;;0;0;0;0;0;1;;;;;;;135.0;;235.0;;;18.0;29.0;1A_Violett
2;;0;0;0;0;0;1;;;;;;;7.0;;240.0;;;22.0;32.0;1A_Violett
3;;0;0;0;0;0;0;;;;;;;11.0;;238.0;;;24.0;29.0;1A_Violett
4;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;19.0;53.0;1A_Violett
5;;0;0;0;0;0;0;;;;;;;1.0;;239.0;;;17.0;161.0;1A_Violett
6;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;20.0;96.0;1A_Violett
7;;0;0;0;0;0;1;;;;;;;13.0;;241.0;;;19.0;84.0;1A_Violett
8;;0;0;0;0;0;0;;;;;;;1.0;;239.0;;;18.0;677.0;1A_Violett
9;;0;0;0;0;0;1;;;;;;;4.0;;234.0;;;20.0;26.0;1A_Violett
10;;0;0;0;0;0;1;;;;;;;28.0;;238.0;;;20.0;31.0;1A_Violett
11;;0;0;0;0;0;1;;;;;;;2.0;;239.0;;;19.0;3.0;1A_Violett
12;;0;0;0;0;0;0;;;;;;;4.0;;238.0;;;16.0;31.0;1A_Violett
13;;0;0;0;0;0;0;;;;;;;3.0;;239.0;;;21.0;41.0;1A_Violett
14;;0;0;0;0;0;1;;;;;;;64.0;;237.0;;;16.0;27.0;1A_Violett
15;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;24.0;12.0;1A_Violett
16;;0;0;0;0;0;1;;;;;;;14.0;;244.0;;;18.0;720.0;1A_Violett
17;;0;0;0;0;0;1;;;;;;;1.0;;237.0;;;18.0;52.0;1A_Violett
18;;0;0;0;0;0;0;;;;;;;0.0;;240.0;;;28.0;427.0;1A_Violett
19;;0;0;0;0;0;0;;;;;;;2.0;;240.0;;;20.0;59.0;1A_Violett
20;;0;0;1;0;0;0;;;;;;;5.0;;239.0;;;26.0;1115.0;1A_Violett
21;;0;0;0;0;0;1;;;;;;;2.0;;240.0;;;18.0;27.0;1A_Violett
22;;0;0;0;0;0;1;;;;;;;3.0;;238.0;;;21.0;10.0;1A_Violett
23;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;22.0;50.0;1A_Violett
24;;0;0;0;0;0;0;;;;;;;3.0;;237.0;;;22.0;14.0;1A_Violett
25;;0;0;0;0;0;0;;;;;;;1.0;;237.0;;;21.0;27.0;1A_Violett
26;;0;0;0;1;0;0;;;;;;;18.0;;239.0;;;23.0;14.0;1A_Violett
27;;0;0;0;0;0;1;;;;;;;42.0;;234.0;;;21.0;13.0;1A_Violett
28;;0;0;0;0;0;1;;;;;;;102.0;;234.0;;;20.0;12.0;1A_Violett
29;;0;0;1;0;0;1;;;;;;;13.0;;237.0;;;22.0;15.0;1A_Violett
30;;0;0;0;0;0;1;;;;;;;0.0;;235.0;;;21.0;13.0;1A_Violett
31;;0;0;1;0;0;1;;;;;;;2.0;;239.0;;;24.0;18.0;1A_Violett
32;;0;0;0;0;0;1;;;;;;;1.0;;241.0;;;21.0;46.0;1A_Violett
33;;0;0;0;0;0;1;;;;;;;0.0;;239.0;;;32.0;1242.0;1A_Violett
34;;0;0;0;0;0;0;;;;;;;1.0;;238.0;;;19.0;42.0;1A_Violett
35;;0;0;1;0;0;1;;;;;;;8.0;;238.0;;;24.0;25.0;1A_Violett
36;;0;0;0;0;0;1;;;;;;;3.0;;235.0;;;21.0;20.0;1A_Violett
37;;0;0;0;0;0;1;;;;;;;4.0;;234.0;;;18.0;23.0;1A_Violett
38;;0;0;0;0;0;1;;;;;;;2.0;;235.0;;;19.0;10.0;1A_Violett
39;;0;0;0;1;0;1;;;;;;;106.0;;239.0;;;23.0;16.0;1A_Violett
40;;0;0;1;0;0;0;;;;;;;1.0;;238.0;;;17.0;21.0;1A_Violett
41;;0;0;0;0;0;0;;;;;;;0.0;;236.0;;;22.0;37.0;1A_Violett
42;;0;0;0;0;0;1;;;;;;;1.0;;237.0;;;20.0;113.0;1A_Violett
43;;0;0;0;0;0;1;;;;;;;1.0;;270.0;;;18.0;26.0;1A_Violett
44;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;17.0;213.0;1A_Violett
45;;0;0;0;0;0;1;;;;;;;2.0;;237.0;;;21.0;135.0;1A_Violett
46;;0;0;0;0;0;1;;;;;;;4.0;;238.0;;;23.0;27.0;1A_Violett
47;;0;0;0;0;0;0;;;;;;;0.0;;241.0;;;20.0;51.0;1A_Violett
48;;0;0;1;0;0;0;;;;;;;1.0;;234.0;;;20.0;16.0;1A_Violett
49;;0;0;0;0;0;0;;;;;;;0.0;;239.0;;;17.0;44.0;1A_Violett
50;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;20.0;5.0;1A_Violett
51;;0;0;0;0;0;0;;;;;;;1.0;;238.0;;;23.0;53.0;1A_Violett
52;;0;0;0;0;0;1;;;;;;;0.0;;241.0;;;21.0;35.0;1A_Violett
53;;0;0;0;0;0;1;;;;;;;4.0;;237.0;;;18.0;41.0;1A_Violett
54;;0;0;0;0;0;1;;;;;;;61.0;;236.0;;;16.0;158.0;1A_Violett
55;;0;0;0;0;0;1;;;;;;;227.0;;234.0;;;25.0;22.0;1A_Violett
56;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;21.0;98.0;1A_Violett
57;;0;0;0;0;0;0;;;;;;;0.0;;233.0;;;21.0;31.0;1A_Violett
58;;0;0;0;0;0;1;;;;;;;0.0;;240.0;;;17.0;33.0;1A_Violett
59;;0;0;0;0;0;1;;;;;;;2.0;;236.0;;;19.0;58.0;1A_Violett
60;;0;0;0;0;0;1;;;;;;;64.0;;236.0;;;19.0;9.0;1A_Violett
61;;0;0;0;0;0;1;;;;;;;2.0;;240.0;;;19.0;28.0;1A_Violett
62;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;20.0;71.0;1A_Violett
63;;0;0;0;0;0;1;;;;;;;343.0;;235.0;;;21.0;16.0;1A_Violett
64;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;21.0;27.0;1A_Violett
65;;0;0;0;0;0;1;;;;;;;358.0;;224.0;;;18.0;52.0;1A_Violett
66;;0;0;0;0;0;1;;;;;;;19.0;;237.0;;;22.0;36.0;1A_Violett
67;;0;0;1;0;0;1;;;;;;;11.0;;234.0;;;19.0;70.0;1A_Violett
68;;0;0;0;0;0;1;;;;;;;4.0;;240.0;;;21.0;13.0;1A_Violett
69;;0;0;0;0;0;0;;;;;;;0.0;;240.0;;;17.0;9.0;1A_Violett
70;;0;0;0;0;0;1;;;;;;;29.0;;237.0;;;21.0;18.0;1A_Violett
71;;0;0;0;0;0;0;;;;;;;0.0;;238.0;;;19.0;74.0;1A_Violett
72;;0;0;0;0;0;1;;;;;;;61.0;;235.0;;;20.0;9.0;1A_Violett
73;;0;0;0;0;0;1;;;;;;;6.0;;238.0;;;25.0;39.0;1A_Violett
74;;0;0;0;0;0;1;;;;;;;11.0;;233.0;;;24.0;4.0;1A_Violett
75;;0;0;0;0;0;1;;;;;;;1.0;;237.0;;;20.0;13.0;1A_Violett
76;;0;0;0;0;0;1;;;;;;;25.0;;240.0;;;19.0;161.0;1A_Violett
77;;0;0;0;0;0;1;;;;;;;31.0;;240.0;;;23.0;67.0;1A_Violett
78;;0;0;0;0;0;1;;;;;;;338.0;;241.0;;;20.0;51.0;1A_Violett
79;;0;0;0;0;0;1;;;;;;;33.0;;238.0;;;21.0;37.0;1A_Violett
80;;0;0;0;0;0;1;;;;;;;23.0;;238.0;;;20.0;54.0;1A_Violett
81;;0;0;0;0;0;1;;;;;;;0.0;;236.0;;;20.0;469.0;1A_Violett
82;;0;0;0;0;0;1;;;;;;;1.0;;239.0;;;27.0;1151.0;1A_Violett
83;;0;0;0;0;0;1;;;;;;;5.0;;241.0;;;21.0;24.0;1A_Violett
84;;0;0;0;0;0;1;;;;;;;0.0;;239.0;;;19.0;11.0;1A_Violett
85;;0;0;1;0;0;1;;;;;;;1.0;;238.0;;;20.0;13.0;1A_Violett
86;;0;0;0;0;0;1;;;;;;;1.0;;237.0;;;21.0;73.0;1A_Violett
87;;0;0;0;0;0;0;;;;;;;0.0;;241.0;;;17.0;42.0;1A_Violett
88;;0;0;0;0;0;1;;;;;;;2.0;;241.0;;;19.0;349.0;1A_Violett
89;;0;0;0;1;0;0;;;;;;;4.0;;240.0;;;18.0;85.0;1A_Violett
90;;0;0;0;0;0;1;;;;;;;1.0;;236.0;;;21.0;12.0;1A_Violett
91;;0;0;0;0;0;1;;;;;;;549.0;;235.0;;;19.0;33.0;1A_Violett
92;;0;0;0;0;0;1;;;;;;;0.0;;235.0;;;17.0;16.0;1A_Violett
93;;0;0;0;0;0;1;;;;;;;315.0;;240.0;;;20.0;446.0;1A_Violett
94;;0;0;0;1;0;1;;;;;;;6.0;;238.0;;;19.0;21.0;1A_Violett
95;;0;0;0;0;0;1;;;;;;;9.0;;241.0;;;23.0;558.0;1A_Violett
96;;0;0;0;0;0;1;;;;;;;323.0;;235.0;;;19.0;12.0;1A_Violett
97;;0;0;0;0;0;0;;;;;;;0.0;;241.0;;;24.0;20.0;1A_Violett
98;;0;0;0;0;0;1;;;;;;;0.0;;239.0;;;19.0;63.0;1A_Violett
99;;0;0;0;0;0;1;;;;;;;1387.0;;234.0;;;19.0;24.0;1A_Violett
0;;0;0;0;0;1;1;;;;;;;433;;240;;;19;232;2B
1;;0;0;0;0;1;1;;;;;;;909;;239;;;28;1199;2B
2;;0;0;0;0;1;1;;;;;;;56;;237;;;15;179;2B
3;;0;0;0;0;0;0;;;;;;;8;;237;;;16;22;2B
4;;0;1;0;0;1;1;;;;;;;4390;;236;;;18;726;2B
5;;0;0;0;0;0;0;;;;;;;0;;235;;;17;35;2B
6;;0;0;0;0;0;0;;;;;;;0;;217;;;14;19;2B
7;;0;0;0;0;1;0;;;;;;;1;;239;;;18;22;2B
8;;0;0;0;0;0;1;;;;;;;42;;223;;;16;29;2B
9;;0;0;0;0;1;0;;;;;;;1;;235;;;18;34;2B
10;;0;0;0;1;1;1;;;;;;;4;;238;;;17;469;2B
11;;0;0;0;0;0;1;;;;;;;42;;240;;;16;621;2B
12;;0;0;0;0;1;0;;;;;;;7;;237;;;17;206;2B
13;;0;0;0;0;1;0;;;;;;;2;;238;;;14;44;2B
14;;0;0;0;0;1;0;;;;;;;0;;238;;;14;28;2B
15;;0;0;0;0;0;0;;;;;;;0;;234;;;14;30;2B
16;;0;0;0;0;0;0;;;;;;;0;;237;;;16;48;2B
18;;0;0;0;0;1;0;;;;;;;0;;233;;;15;205;2B
19;;0;0;0;0;1;0;;;;;;;3;;245;;;16;22;2B
20;;0;0;0;0;1;0;;;;;;;0;;238;;;15;31;2B
21;;0;0;0;0;0;1;;;;;;;95;;238;;;14;18;2B
22;;0;1;0;0;0;0;;;;;;;0;;217;;;18;21;2B
23;;0;0;0;0;1;1;;;;;;;21;;237;;;18;18;2B
24;;0;0;0;0;1;0;;;;;;;2;;237;;;19;944;2B
25;;0;0;0;0;0;1;;;;;;;2;;238;;;14;18;2B
26;;0;0;0;0;1;1;;;;;;;460;;240;;;15;53;2B
27;;0;0;0;0;1;0;;;;;;;0;;232;;;16;186;2B
28;;0;0;0;0;1;0;;;;;;;17;;228;;;14;213;2B
29;;0;0;0;0;1;1;;;;;;;232;;240;;;17;19;2B
30;;0;0;0;0;1;0;;;;;;;2;;236;;;17;81;2B
31;;0;0;0;0;0;0;;;;;;;1;;238;;;18;577;2B
32;;0;0;0;0;0;0;;;;;;;0;;239;;;17;15;2B
33;;0;0;0;0;0;0;;;;;;;3;;240;;;17;24;2B
34;;0;0;0;1;1;0;;;;;;;1;;237;;;18;469;2B
35;;0;0;0;0;0;0;;;;;;;3;;234;;;18;14;2B
36;;0;0;0;0;0;1;;;;;;;1;;237;;;14;20;2B
37;;0;0;0;0;0;0;;;;;;;2;;221;;;18;19;2B
38;;0;0;0;0;1;0;;;;;;;0;;242;;;17;38;2B
39;;0;0;0;0;1;1;;;;;;;206;;241;;;11;218;2B
40;;0;0;0;0;0;0;;;;;;;4;;236;;;15;17;2B
41;;0;0;0;0;1;0;;;;;;;1;;238;;;17;45;2B
42;;0;0;0;0;0;0;;;;;;;1;;241;;;20;1426;2B
43;;0;0;0;0;0;0;;;;;;;0;;236;;;16;19;2B
44;;0;0;0;1;1;0;;;;;;;1;;239;;;16;106;2B
45;;0;0;0;0;1;0;;;;;;;0;;210;;;16;77;2B
46;;0;0;0;0;1;0;;;;;;;0;;240;;;18;89;2B
47;;0;0;0;0;1;0;;;;;;;1;;245;;;15;611;2B
48;;0;0;0;0;0;0;;;;;;;2;;235;;;14;24;2B
49;;0;0;0;0;0;0;;;;;;;1;;233;;;17;42;2B
50;;0;0;0;0;0;0;;;;;;;0;;237;;;15;56;2B
51;;0;0;0;0;1;0;;;;;;;0;;234;;;14;64;2B
52;;0;0;0;0;0;0;;;;;;;1;;238;;;15;17;2B
53;;0;0;0;0;1;1;;;;;;;0;;237;;;14;24;2B
54;;0;0;0;0;0;0;;;;;;;0;;220;;;16;12;2B
55;;0;0;0;0;0;0;;;;;;;0;;239;;;18;29;2B
56;;0;0;0;0;1;1;;;;;;;0;;235;;;14;16;2B
57;;0;0;0;0;0;0;;;;;;;0;;241;;;14;12;2B
58;;0;0;0;0;0;0;;;;;;;3;;236;;;18;10;2B
59;;0;0;0;0;1;0;;;;;;;0;;236;;;16;177;2B
60;;0;0;0;0;1;1;;;;;;;0;;229;;;15;173;2B
61;;0;0;0;0;0;1;;;;;;;4;;249;;;16;118;2B
62;;0;0;0;0;0;0;;;;;;;0;;274;;;16;21;2B
63;;0;0;0;0;1;0;;;;;;;0;;283;;;15;;2B
64;;0;0;0;0;0;0;;;;;;;0;;238;;;17;40;2B
65;;0;0;0;0;0;0;;;;;;;1;;238;;;19;24;2B
66;;0;0;0;0;0;0;;;;;;;0;;241;;;17;139;2B
67;;0;0;0;0;1;0;;;;;;;1;;240;;;16;834;2B
68;;0;0;0;0;1;0;;;;;;;0;;239;;;17;84;2B
69;;0;0;0;0;1;0;;;;;;;0;;238;;;14;132;2B
70;;0;0;1;0;0;0;;;;;;;0;;235;;;14;71;2B
71;;0;0;0;0;0;0;;;;;;;1;;236;;;19;11;2B
72;;0;0;0;0;1;0;;;;;;;3;;247;;;17;206;2B
73;;0;0;0;0;1;0;;;;;;;0;;219;;;17;68;2B
74;;0;0;0;0;0;0;;;;;;;0;;239;;;16;137;2B
75;;0;0;0;0;1;0;;;;;;;0;;240;;;15;261;2B
76;;0;0;0;0;1;0;;;;;;;0;;239;;;15;72;2B
77;;0;0;0;0;0;0;;;;;;;3;;227;;;14;31;2B
78;;0;0;0;1;1;0;;;;;;;7;;223;;;17;283;2B
79;;0;0;1;0;1;0;;;;;;;0;;239;;;17;297;2B
80;;0;0;1;0;1;1;;;;;;;420;;234;;;17;289;2B
81;;0;0;0;0;0;1;;;;;;;0;;241;;;17;45;2B
82;;0;0;0;0;0;0;;;;;;;1;;186;;;15;25;2B
83;;0;0;0;0;0;0;;;;;;;0;;238;;;15;94;2B
84;;0;0;0;0;0;0;;;;;;;0;;240;;;15;72;2B
85;;0;0;0;0;1;1;;;;;;;59;;237;;;14;87;2B
86;;0;0;0;1;1;0;;;;;;;1;;237;;;15;265;2B
87;;0;0;0;0;1;0;;;;;;;0;;228;;;16;95;2B
88;;0;1;0;1;1;0;;;;;;;4;;241;;;14;89;2B
89;;0;0;0;0;0;0;;;;;;;0;;239;;;17;16;2B
90;;0;0;0;0;1;1;;;;;;;0;;242;;;16;316;2B
91;;0;0;0;0;0;0;;;;;;;0;;237;;;15;26;2B
92;;0;0;0;0;1;0;;;;;;;0;;224;;;18;140;2B
93;;0;0;0;0;1;1;;;;;;;0;;235;;;15;51;2B
94;;0;0;0;0;1;1;;;;;;;0;;235;;;15;14;2B
95;;0;0;0;0;0;0;;;;;;;2;;237;;;15;1935;2B
96;;0;0;0;0;1;0;;;;;;;0;;237;;;15;61;2B
97;;0;0;1;0;1;0;;;;;;;11;;228;;;28;1942;2B
98;;0;0;0;1;1;0;;;;;;;4;;215;;;14;36;2B
99;;0;0;0;0;1;0;;;;;;;0;;239;;;15;136;2B
0;;0;0;0;0;0;1;;;;;;;1.0;;106.0;;;15.0;188.0;Koepfe
1;;0;0;0;0;0;0;;;;;;;0.0;;113.0;;;16.0;265.0;Koepfe
2;;0;0;1;0;0;0;;;;;;;3.0;;123.0;;;16.0;105.0;Koepfe
3;;0;0;1;0;1;0;;;;;;;0.0;;103.0;;;18.0;323.0;Koepfe
4;;0;0;0;0;0;0;;;;;;;0.0;;97.0;;;14.0;;Koepfe
5;;0;0;0;0;0;0;;;;;;;0.0;;105.0;;;23.0;323.0;Koepfe
6;;0;0;0;0;0;0;;;;;;;0.0;;129.0;;;30.0;27847.0;Koepfe
7;;0;0;1;0;0;0;;;;;;;0.0;;113.0;;;19.0;130.0;Koepfe
8;;0;0;0;0;0;1;;;;;;;1.0;;115.0;;;22.0;31.0;Koepfe
9;;0;0;0;0;0;0;;;;;;;1.0;;106.0;;;28.0;126.0;Koepfe
10;;0;0;0;0;0;0;;;;;;;0.0;;105.0;;;19.0;100.0;Koepfe
11;;0;0;1;0;0;0;;;;;;;1.0;;103.0;;;21.0;1186.0;Koepfe
12;;0;0;1;0;0;0;;;;;;;3.0;;115.0;;;33.0;78.0;Koepfe
13;;0;0;0;1;0;0;;;;;;;5.0;;109.0;;;13.0;48.0;Koepfe
14;;0;0;0;0;0;0;;;;;;;0.0;;119.0;;;18.0;59.0;Koepfe
15;;0;0;1;1;0;0;;;;;;;10.0;;135.0;;;22.0;132.0;Koepfe
16;;0;0;0;0;0;1;;;;;;;0.0;;116.0;;;19.0;70.0;Koepfe
17;;0;0;0;0;0;1;;;;;;;1.0;;120.0;;;12.0;99.0;Koepfe
18;;0;0;0;0;0;0;;;;;;;0.0;;102.0;;;15.0;527.0;Koepfe
