;is_bruch;is_hollow;has_blume;has_rost_head;has_rost_body;is_bended;is_violet;very_thick;thick;medium_thick;thin;very_thin;unclassified;auto_violet;auto_blooming;auto_length;auto_rust_head;auto_rust_body;auto_width;auto_bended;filenames
100288;;0.0;0.0;1.0;1.0;1.0;0.0;;;;;;;0.0;;240;;;25.0;85.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100288_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100288_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100288_c.png']
100289;;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;0.0;;237;;;20.0;148.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100289_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100289_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100289_c.png']
100290;;0.0;0.0;1.0;1.0;1.0;0.0;;;;;;;0.0;;238;;;27.0;10.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100290_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100290_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100290_c.png']
100291;;0.0;0.0;1.0;1.0;1.0;0.0;;;;;;;0.0;;241;;;23.0;24.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100291_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100291_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100291_c.png']
100292;;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;0.0;;238;;;29.0;22.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100292_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100292_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100292_c.png']
100293;;0.0;0.0;1.0;1.0;1.0;0.0;;;;;;;0.0;;239;;;28.0;28.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100293_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100293_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100293_c.png']
100294;;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;;0.0;;236;;;13.0;5.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100294_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100294_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100294_c.png']
100295;;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;;0.0;;242;;;23.0;11.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100295_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100295_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100295_c.png']
100296;;0.0;0.0;1.0;1.0;0.0;0.0;;;;;;;0.0;;240;;;21.0;13.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100296_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100296_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100296_c.png']
100297;;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;0.0;;238;;;19.0;96.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100297_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100297_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100297_c.png']
100298;;0.0;0.0;1.0;1.0;0.0;0.0;;;;;;;0.0;;237;;;23.0;11.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100298_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100298_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100298_c.png']
100299;;0.0;0.0;1.0;1.0;0.0;0.0;;;;;;;0.0;;238;;;29.0;12.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100299_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100299_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100299_c.png']
100300;;0.0;1.0;0.0;1.0;1.0;0.0;;;;;;;0.0;;239;;;21.0;17.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100300_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100300_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100300_c.png']
100301;;0.0;0.0;1.0;1.0;1.0;0.0;;;;;;;0.0;;234;;;22.0;22.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100301_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100301_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100301_c.png']
100302;;0.0;0.0;0.0;1.0;0.0;1.0;;;;;;;0.0;;240;;;19.0;7.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100302_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100302_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100302_c.png']
100303;;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;0.0;;236;;;18.0;8.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100303_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100303_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100303_c.png']
100304;;0.0;0.0;1.0;1.0;0.0;0.0;;;;;;;0.0;;240;;;17.0;3.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100304_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100304_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100304_c.png']
100305;;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;0.0;;252;;;18.0;200.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100305_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100305_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100305_c.png']
100306;;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;0.0;;244;;;23.0;7.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100306_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100306_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100306_c.png']
100307;;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;;0.0;;240;;;25.0;6.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100307_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100307_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100307_c.png']
100308;;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;0.0;;240;;;24.0;19.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100308_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100308_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100308_c.png']
100309;;0.0;1.0;0.0;1.0;1.0;1.0;;;;;;;0.0;;242;;;24.0;117.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100309_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100309_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100309_c.png']
100310;;0.0;0.0;0.0;1.0;1.0;1.0;;;;;;;0.0;;240;;;24.0;34.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100310_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100310_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100310_c.png']
100311;;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;;0.0;;238;;;20.0;16.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100311_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100311_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100311_c.png']
100312;;0.0;0.0;0.0;0.0;1.0;1.0;;;;;;;1.0;;240;;;23.0;78.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100312_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100312_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100312_c.png']
100313;;0.0;0.0;1.0;1.0;0.0;0.0;;;;;;;0.0;;241;;;28.0;28.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100313_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100313_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100313_c.png']
100314;;0.0;0.0;1.0;1.0;1.0;0.0;;;;;;;0.0;;239;;;29.0;37.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100314_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100314_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100314_c.png']
100315;;0.0;0.0;1.0;1.0;1.0;0.0;;;;;;;1.0;;237;;;27.0;158.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100315_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100315_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100315_c.png']
100316;;0.0;0.0;0.0;1.0;1.0;1.0;;;;;;;0.0;;241;;;22.0;47.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100316_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100316_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100316_c.png']
100317;;0.0;0.0;0.0;1.0;1.0;1.0;;;;;;;0.0;;238;;;19.0;55.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100317_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100317_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100317_c.png']
100318;;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;;0.0;;239;;;26.0;14.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100318_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100318_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100318_c.png']
100319;;0.0;0.0;1.0;1.0;0.0;0.0;;;;;;;0.0;;239;;;25.0;9.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100319_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100319_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100319_c.png']
100320;;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;0.0;;241;;;23.0;119.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100320_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100320_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100320_c.png']
100321;;0.0;0.0;1.0;1.0;1.0;0.0;;;;;;;0.0;;238;;;24.0;57.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100321_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100321_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100321_c.png']
100322;;0.0;1.0;0.0;0.0;1.0;1.0;;;;;;;0.0;;238;;;26.0;116.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100322_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100322_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100322_c.png']
100323;;0.0;0.0;1.0;1.0;0.0;0.0;;;;;;;0.0;;239;;;30.0;6.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100323_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100323_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100323_c.png']
100324;;0.0;0.0;0.0;1.0;1.0;0.0;;;;;;;0.0;;239;;;20.0;41.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100324_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100324_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100324_c.png']
100325;;0.0;0.0;1.0;1.0;1.0;0.0;;;;;;;0.0;;238;;;27.0;58.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100325_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100325_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100325_c.png']
100326;;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;;0.0;;239;;;28.0;7.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100326_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100326_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100326_c.png']
100327;;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;;0.0;;241;;;27.0;12.0;['Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100327_a.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100327_b.png', 'Z:/net/projects/scratch/winter/valid_until_31_July_2020/asparagus/preprocessed_images/without_background_pngs/3/3/100327_c.png']
